연번,분야,행사유형,분야 및 행사유형,지역,제목,출처,행사시작일,행사종료일,등록일
2184,경영,교육,경영 > 교육,경상북도,[경북] 6차산업 인증경영체 HACCP 팀장교육 안내,경북농촌융복합산업지원센터,2020-07-07,2020-07-08,2020-06-18
2185,기술,사업설명회,기술 > 사업설명회,경상북도,[경북] 2020년 농촌융복합산업 사업자 인증 사전 설명회 개최 안내,경북농촌융복합산업지원센터,2020-07-06,2020-07-06,2020-06-18
2186,경영,교육,경영 > 교육,광주광역시,[광주] 2020년 제1차 전자입찰 실무교육 개최,광주상공회의소,2020-07-03,2020-07-03,2020-06-18
2187,경영,세미나/포럼,경영 > 세미나/포럼,대구광역시,[대구ㆍ경북] 구미상공회의소 대구ㆍ경북 상생 심포지엄 개최 안내,구미상공회의소,2020-06-26,2020-06-26,2020-06-18
2188,창업,교육,창업 > 교육,서울특별시,2020년 제20기 VCㆍICT 전문성 강화 교육 VICTORY 프로그램 교육 안내,정보통신산업진흥원,2020-07-24,2020-09-18,2020-06-18
2189,창업,교육,창업 > 교육,경상북도,[경북] 2020년 4050 행복일자리 기본교육(취ㆍ창업) 안내,경상북도경제진흥원,2020-07-07,2020-07-07,2020-06-18
2190,수출,교육,수출 > 교육,제주특별자치도,[제주] 2020년 유관기관 합동 온라인 수출마케팅 교육 안내,제주경제통상진흥원,2020-07-08,2020-07-08,2020-06-18
2191,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,서울창조경제혁신센터 K-UNICORN STAGE 개최 안내,서울창조경제혁신센터,2020-06-23,2020-06-23,2020-06-18
2192,경영,교육,경영 > 교육,전라북도,[전북] 2020년 소상공인협업아카데미 소상공인 협업활성화 교육 실시,전라북도경제통상진흥원,2020-06-24,2020-06-24,2020-06-18
2193,수출,수출상담회,수출 > 수출상담회,울산광역시,2020년 한ㆍ일 IT비즈니스 온라인 교류회 개최 안내,한국무역협회,2020-07-07,2020-07-07,2020-06-18
2194,경영,교육,경영 > 교육,전라북도,[전북] 2020년 소상공인협업아카데미 찾아가는교육 실시,전라북도경제통상진흥원,2020-06-16,2020-11-30,2020-06-18
2195,인력,교육,인력 > 교육,경상남도,[경남] 김해시 소상공인 온라인 마케팅 실전교육 안내,김해시청,2020-07-06,2020-09-30,2020-06-18
2196,창업,교육,창업 > 교육,강원도,[강원] 창업보육센터 연계 맞춤형 지식재산 교육 안내,한국발명진흥회,2020-07-03,2020-07-03,2020-06-18
2197,인력,교육,인력 > 교육,강원도,2020년 7월 광산안전센터 광산안전교육 안내,한국광물자원공사,2020-07-02,2020-07-30,2020-06-18
2198,수출,수출상담회,수출 > 수출상담회,서울특별시,2020년 미국 유통망 진출 온라인 상담회(Central Market) Pop-up 스토어 개최 안내,대한무역투자진흥공사,2020-09-30,2020-10-13,2020-06-18
2199,내수,전시/박람회,내수 > 전시/박람회,서울특별시,2020년 국제종자박람회 개최 안내,농업기술실용화재단,2020-10-15,2020-10-17,2020-06-18
2200,수출,수출상담회,수출 > 수출상담회,충청남도,한-우크라이나 농업 비즈니스 다이얼로그(비대면) 개최 안내,한국농기계공업협동조합,2020-07-15,2020-07-15,2020-06-18
2201,인력,교육,인력 > 교육,전라북도,[전북] 2020년 디자인씽킹 퍼실리테이터 양성교육과정 교육 실시,전주정보문화산업진흥원,2020-07-22,2020-09-23,2020-06-18
2202,창업,교육,창업 > 교육,전라남도,[전남] 2020년 소상공인 창업교실 안내,전남신용보증재단,2020-07-07,2020-07-16,2020-06-18
2203,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,한-인니 CEPA 활용 홍보 웨비나 개최 안내,대한무역투자진흥공사,2020-06-26,2020-06-26,2020-06-18
2204,내수,전시/박람회,내수 > 전시/박람회,대전광역시,[대전] 2020년 제5회 대전벤처스타 데모데이 개최,창조경제혁신센터,2020-06-24,2020-06-24,2020-06-18
2205,기술,세미나/포럼,기술 > 세미나/포럼,서울특별시,2020년 제2회 통계세미나 개최 안내,통계청 통계교육원,2020-06-25,2020-06-25,2020-06-18
2206,수출,교육,수출 > 교육,서울특별시,FTA종합지원센터 1차 인증수출자 교육 안내,한국무역협회,2020-07-14,2020-07-14,2020-06-18
2207,수출,교육,수출 > 교육,울산광역시,[울산] 수입관세 절감을 위한 FTA 활용전략 교육 안내,한국무역협회,2020-07-06,2020-07-06,2020-06-18
2208,수출,전시/박람회,수출 > 전시/박람회,서울특별시,2020년 디지털 경제통상 컨퍼런스 개최 안내,한국무역협회,2020-07-09,2020-07-09,2020-06-18
2209,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,화장품 기업들을 위한 코로나19 대응 화장품 수출 확대 전략 세미나 개최 안내,한국무역협회,2020-07-01,2020-07-01,2020-06-18
2210,수출,교육,수출 > 교육,서울특별시,한국무역협회 무역아카데미 열린특강 개최 안내,한국무역협회,2020-07-02,2020-07-02,2020-06-18
2211,수출,수출상담회,수출 > 수출상담회,서울특별시,코로나19이후 글로벌 통상환경 변화와 대응전략 웨비나 안내,한국무역협회,2020-07-03,2020-07-03,2020-06-17
2212,인력,교육,인력 > 교육,전라북도,[전북] 전라북도콘텐츠코리아랩 1인 미디어 교육(중장년 크리에이터 과정) 안내,전라북도문화콘텐츠산업진흥원,2020-07-04,2020-07-25,2020-06-17
2213,수출,교육,수출 > 교육,경기도,[경기] 남부 한중 FTA 원산지관리 집중 실무교육 실시,한국무역협회,2020-07-09,2020-07-09,2020-06-17
2214,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,제3회 산업기술 분쟁조정 세미나 개최 안내,한국산업기술보호협회,2020-07-07,2020-07-07,2020-06-17
2215,내수,사업설명회,내수 > 사업설명회,서울특별시,4차 산업혁명 관련 혁신 공공조달 설명회 개최 안내,한국정보화진흥원,2020-06-19,2020-06-19,2020-06-17
2216,인력,교육,인력 > 교육,경상북도,[경북] 2020년 3기 청년 소셜창업 크리에이터 아카데미 교육 안내,경북테크노파크,2020-07-08,2020-08-31,2020-06-17
2217,인력,전시/박람회,인력 > 전시/박람회,서울특별시,[수도권] 2020년 무역전문 청년인력 채용박람회 개최,한국무역협회,2020-08-19,2020-08-19,2020-06-17
2218,인력,교육,인력 > 교육,전라남도,전남농촌융복합산업지원센터 2020년 제1차 HACCP 정기 및 팀장교육 안내,전남농촌융복합산업지원센터,2020-07-15,2020-07-23,2020-06-17
2219,창업,교육,창업 > 교육,서울특별시,2020년 6월 과학기술인 협동조합 설립지원교육 안내,과학기술인협동조합지원센터,2020-06-24,2020-06-24,2020-06-17
2220,수출,수출상담회,수출 > 수출상담회,부산광역시,몽골-부산 의료관광 화상 상담회 개최 안내,부산경제진흥원,2020-06-23,2020-06-23,2020-06-17
2221,경영,교육,경영 > 교육,경기도,[경기] 용인시 드림상상창작센터 메이커 과정 기본 교육 실시,용인시디지털산업진흥원,2020-06-17,2020-12-23,2020-06-17
2222,제도,사업설명회,제도 > 사업설명회,서울특별시,한국임업진흥원 제2차 산림형 예비사회적기업 온라인 설명회 개최 안내,서울특별시 사회적경제지원센터,2020-06-19,2020-06-22,2020-06-17
2223,기술,세미나/포럼,기술 > 세미나/포럼,대구광역시,[대구] 제14회 대구국가혁신융복합단지 리더스포럼(온라인 포럼)개최 안내,대구테크노파크,2020-06-24,2020-06-24,2020-06-17
2224,인력,교육,인력 > 교육,경기도,[경기] 용인시 위험성 평가 담당자 교육 개최 안내(제조업 대상),용인상공회의소,2020-07-14,2020-07-15,2020-06-17
2225,내수,사업설명회,내수 > 사업설명회,부산광역시,[부산] 2020년 부산 공공기관 합동구매상담회 개최 안내,부산지방중소벤처기업청,2020-06-26,2020-06-26,2020-06-17
2226,기술,교육,기술 > 교육,부산광역시,[부산] 2020년 상반기 기업 맞춤형 R&D과제 도출 교육 안내(부산섬유패션산업 정부R&D사업화지원),부산디자인진흥원,2020-07-23,2020-07-24,2020-06-17
2227,제도,사업설명회,제도 > 사업설명회,울산광역시,[울산] 2020년 상시 (예비)사회적기업 인증 및 지정 설명회 개최,울산사회적경제지원센터,2020-06-17,2020-12-31,2020-06-17
2228,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,포스트 코로나 유럽 경제 전망 웨비나(웹 세미나) 개최 안내,한국무역협회,2020-06-24,2020-06-24,2020-06-17
2229,창업,교육,창업 > 교육,대구광역시,[대구ㆍ경북] 2020년 1차 예비창업자 역량강화 아카데미 개최,대구ㆍ경북지방중소벤처기업청,2020-06-19,2020-06-19,2020-06-17
2230,인력,세미나/포럼,인력 > 세미나/포럼,부산광역시,[부산] 부산상공회의소 구인 구직 만남의 날 개최,부산상공회의소,2020-06-17,2020-12-31,2020-06-17
2231,인력,전시/박람회,인력 > 전시/박람회,전라북도,[전북] 2020년 상반기 온라인 취업박람회 개최 안내,전북지방중소벤처기업청,2020-06-25,2020-07-14,2020-06-16
2232,창업,교육,창업 > 교육,충청북도,[충북] 콘텐츠코리아랩 아이코마 아카데미(창업 코치 양성과정 2기) 안내,충북과학기술혁신원,2020-07-07,2020-07-30,2020-06-16
2233,기술,교육,기술 > 교육,전라북도,[광주] 2020년 2차 HACCP 현장견학 안내,한국식품안전관리인증원,2020-06-30,2020-06-30,2020-06-16
2234,인력,교육,인력 > 교육,경기도,2020년 2기 한국콘텐츠진흥원 게임인재원 교육 안내,한국콘텐츠진흥원,2020-09-01,2022-08-31,2020-06-16
2235,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,2020년 제1차 글로벌 지속가능경영 온라인 포럼 개최 안내,노사발전재단,2020-06-25,2020-06-25,2020-06-16
2236,내수,사업설명회,내수 > 사업설명회,서울특별시,4차 산업혁명 관련 혁신 공공조달 설명회 개최 안내,한국정보화진흥원,2020-06-19,2020-06-19,2020-06-16
2237,기술,사업설명회,기술 > 사업설명회,전라남도,2020년 게임기업자율선택지원(GSP plus)ㆍ첨단융복합 게임 마케팅 지원 사업설명회 개최 안내,한국콘텐츠진흥원,2020-06-18,2020-06-18,2020-06-16
2238,인력,교육,인력 > 교육,전라북도,[전북] 농생명 ICT융복합 인력양성사업 교육 안내,전자부품연구원,2020-07-06,2020-08-31,2020-06-16
2239,인력,교육,인력 > 교육,서울특별시,2020년 청년맞춤형 훈련사업 우수 스마트제조 기업 아카데미 안내,한국산업기술협회,2020-07-06,2021-01-31,2020-06-16
2240,기술,교육,기술 > 교육,대구광역시,[대구] 클라우드 활용 사례 및 개발 운영 가이드 2차 온라인 교육 안내,대구디지털산업진흥원,2020-06-23,2020-06-23,2020-06-16
2241,인력,교육,인력 > 교육,서울특별시,또봄 캠퍼스 2020 수강생 모집 안내,서울사회적경제지원센터,2020-07-08,2020-08-26,2020-06-16
2242,수출,수출상담회,수출 > 수출상담회,전라북도,[전북] 2020년 제6회 온라인 화상 수출상담회(인도) 개최,전라북도,2020-07-02,2020-07-02,2020-06-16
2243,인력,교육,인력 > 교육,광주광역시,"[광주] 2020년 소상공인 경영교육[전문기술, 튼튼창업] 교육생 모집 안내",한국무역협회,2020-06-22,2020-09-29,2020-06-16
2244,창업,교육,창업 > 교육,강원도,[강원] 2020년 IP(지식재산) 디딤돌 프로그램 창업존 27기 교육 안내,강원도경제진흥원,2020-06-26,2020-07-24,2020-06-15
2245,인력,교육,인력 > 교육,경기도,[경기] 비즈니스 커뮤니케이션 skill-up 1기 교육 안내,경기중소기업종합정보시스템,2020-06-26,2020-07-28,2020-06-15
2246,창업,사업설명회,창업 > 사업설명회,대구광역시,[대구] 달서구 사회적경제기업 창업 설명회 및 컨설팅 개최 안내,커뮤니티와경제,2020-06-16,2020-06-23,2020-06-15
2247,인력,교육,인력 > 교육,서울특별시,2020년 6월 무역보험아카데미 온라인 개최 및 무료 컨설팅 서비스 안내,한국무역보험공사,2020-06-18,2020-06-24,2020-06-15
2248,인력,사업설명회,인력 > 사업설명회,광주광역시,[광주] 인공지능 일자리 창출을 위한 인재 채용설명회 개최 안내,광주전남지방중소벤처기업청,2020-06-18,2020-06-18,2020-06-15
2249,인력,교육,인력 > 교육,서울특별시,2020년 7월 클라우드컴퓨팅 전문기술(클라우드를 위한 가상화 과정) 교육 안내,한국클라우드컴퓨팅연구조합,2020-07-13,2020-08-13,2020-06-12
2250,경영,세미나/포럼,경영 > 세미나/포럼,경상북도,[경북] 구미시 25회 경영혁신 CEO세미나 개최 안내,구미중소기업협의회,2020-06-24,2020-06-24,2020-06-12
2251,창업,교육,창업 > 교육,경상북도,[경북] 구미시 2020년 2차 창업 특화교육 안내,구미전자정보기술원,2020-07-17,2020-10-16,2020-06-12
2252,인력,교육,인력 > 교육,서울특별시,2020년 7월 클라우드컴퓨팅 전문기술(클라우드와 클라우드 네이티브를 위한 기본 기술 과정) 교육 안내,한국클라우드컴퓨팅연구조합,2020-07-01,2020-07-31,2020-06-12
2253,인력,교육,인력 > 교육,서울특별시,2020년 7월 클라우드컴퓨팅 전문기술(머신러닝의 이해와 클라우드 플랫폼의 활용과정) 교육 안내,한국클라우드컴퓨팅연구조합,2020-07-13,2020-07-15,2020-06-12
2254,경영,교육,경영 > 교육,서울특별시,2020년 장애인기업CEO MBA교육 안내,장애인기업종합지원센터,2020-07-10,2020-10-30,2020-06-12
2255,기술,기타,기술 > 기타,서울특별시,한국수력원자력 2020년 사업소 순회 구매상담회 개최 안내,상생누리,2020-07-22,2020-08-27,2020-06-12
2256,창업,세미나/포럼,창업 > 세미나/포럼,서울특별시,2020년 TUTOR:D 창업멘토링데이 개최 안내,서울창업디딤터,2020-06-24,2020-06-25,2020-06-12
2257,경영,사업설명회,경영 > 사업설명회,충청북도,[충북] 2020년 마을기업 찾아가는 시군 순회 설명회 개최 안내,충청북도,2020-07-02,2020-07-08,2020-06-12
2258,경영,워크샵,경영 > 워크샵,강원도,[강원] 원주시 2020년 노사민정 활성화 워크숍 개최 안내,원주시청,2020-10-01,2020-11-30,2020-06-12
2259,수출,수출상담회,수출 > 수출상담회,서울특별시,Pre K-Robot in 화동(한중 스마트팩토리 플라자 Pre-Week) 온라인 상담회 개최 안내,KOTRA,2020-06-10,2020-06-12,2020-06-11
2260,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,스타트업의 주요국 진출 스케일업 전략 릴레이 웨비나(웹 세미나) 개최 안내,KOTRA,2020-06-22,2020-06-25,2020-06-11
2261,수출,수출상담회,수출 > 수출상담회,서울특별시,2020년 일본지역 시장진출전략 웹 세미나 개최 안내,글로벌전시포털,2020-06-17,2020-06-24,2020-06-11
2262,인력,전시/박람회,인력 > 전시/박람회,광주광역시,[광주] 2020년 온라인 일자리박람회 개최 안내,광주광역시,2020-06-08,2020-06-21,2020-06-11
